5.245208740234375e-06 00 0
0.0005404949188232422 0 0 0
0.0008480548858642578 0 0 0
0.0010690689086914062 0 0 0
0.0012784004211425781 0 0 0
0.0015668869018554688 0 0 0
0.0018796920776367188 0 0 0
0.0021724700927734375 0 0 0
0.002841949462890625 0 0 0
0.0031135082244873047 0 0 0
0.003384113311767578 0 0 0
0.0036563873291015625 0 0 0
0.0039293766021728516 0 0 0
0.004230499267578125 0 0 0
0.004522085189819336 0 0 0
0.004801273345947266 0 0 0
0.00508570671081543 0 0 0
0.005397319793701172 0 0 0
0.00560450553894043 0 0 0
0.0058023929595947266 0 0 0
0.005994081497192383 0 0 0
0.0061528682708740234 0 0 0
0.006298542022705078 0 0 0
0.006374835968017578 0 0 0
0.006472587585449219 0 0 0
0.006623983383178711 0 0 0
0.006700277328491211 0 0 0
0.006766319274902344 0 0 0
0.00683283805847168 0 0 0
0.0068988800048828125 0 0 0
0.006964921951293945 0 0 0
0.007030963897705078 0 0 0
0.007097005844116211 0 0 0
0.007163047790527344 0 0 0
0.00722956657409668 0 0 0
0.007295370101928711 0 0 0
0.007361412048339844 0 0 0
0.007427215576171875 0 0 0
0.007493257522583008 0 0 0
0.007559537887573242 0 0 0
0.007623434066772461 0 0 0
0.007665872573852539 0 0 0
0.007772922515869141 0 0 0
0.007814645767211914 0 0 0
0.007857084274291992 0 0 0
0.007898807525634766 0 0 0
0.007941007614135742 0 0 0
0.00799107551574707 0 0 0
0.00803375244140625 0 0 0
0.008075952529907227 0 0 0
0.008117437362670898 0 0 0
0.008170604705810547 0 0 0
0.008210182189941406 0 0 0
0.008250236511230469 0 0 0
0.008289813995361328 0 0 0
0.00832986831665039 0 0 0
0.008370637893676758 0 0 0
0.008410453796386719 0 0 0
0.008450031280517578 0 0 0
0.00849008560180664 0 0 0
0.0085296630859375 0 0 0
0.008569478988647461 0 0 0
0.008609294891357422 0 0 0
0.008649349212646484 0 0 0
0.008689165115356445 0 0 0
0.008728742599487305 0 0 0
0.008768320083618164 0 0 0
0.008808374404907227 0 0 0
0.008847951889038086 0 0 0
0.008887767791748047 0 0 0
0.00892949104309082 0 0 0
0.008969545364379883 0 0 0
0.009009599685668945 0 0 0
0.009049415588378906 0 0 0
0.009089469909667969 0 0 0
0.009128808975219727 0 0 0
0.009168386459350586 0 0 0
0.009208440780639648 0 0 0
0.00924825668334961 0 0 0
0.009288311004638672 0 0 0
0.009327888488769531 0 0 0
0.009367704391479492 0 0 0
0.009406805038452148 0 0 0
0.009447097778320312 0 0 0
0.00948643684387207 0 0 0
0.009525775909423828 0 0 0
0.00956583023071289 0 0 0
0.00960540771484375 0 0 0
0.00964498519897461 0 0 0
0.009684562683105469 0 0 0
0.009723901748657227 0 0 0
0.009763717651367188 0 0 0
0.009803056716918945 0 0 0
0.009843111038208008 0 0 0
0.009882450103759766 0 0 0
0.009922027587890625 0 0 0
0.009961605072021484 0 0 0
0.010000944137573242 0 0 0
0.010040760040283203 0 0 0
0.010080099105834961 0 0 0
0.010119438171386719 0 0 0
0.010159015655517578 0 0 0
0.010198354721069336 0 0 0
0.010237932205200195 0 0 0
0.01027822494506836 0 0 0
0.010318279266357422 0 0 0
0.010357856750488281 0 0 0
0.010396957397460938 0 0 0
0.010436534881591797 0 0 0
0.010475873947143555 0 0 0
0.010515213012695312 0 0 0
0.010554790496826172 0 0 0
0.01059412956237793 0 0 0
0.010633468627929688 0 0 0
0.01068115234375 0 0 0
0.010722160339355469 0 0 0
0.01076197624206543 0 0 0
0.010802030563354492 0 0 0
0.010841608047485352 0 0 0
0.010881662368774414 0 0 0
0.010921001434326172 0 0 0
0.010961294174194336 0 0 0
0.011000633239746094 0 0 0
0.01103973388671875 0 0 0
0.011080265045166016 0 0 0
0.011120080947875977 0 0 0
0.011159658432006836 0 0 0
0.011199235916137695 0 0 0
0.011238813400268555 0 0 0
0.011278152465820312 0 0 0
0.011317968368530273 0 0 0
0.011357545852661133 0 0 0
0.011397123336791992 0 0 0
0.01143646240234375 0 0 0
0.01147770881652832 0 0 0
0.011521339416503906 0 0 0
0.011564970016479492 0 0 0
0.01160573959350586 0 0 0
0.011646509170532227 0 0 0
0.011687994003295898 0 0 0
0.01172947883605957 0 0 0
0.011770248413085938 0 0 0
0.011829853057861328 0 0 0
0.01189732551574707 0 0 0
0.01196432113647461 0 0 0
0.01203012466430664 0 0 0
0.012097835540771484 0 0 0
0.012168645858764648 0 0 0
0.01223897933959961 0 0 0
0.012305974960327148 0 0 0
0.012376070022583008 0 0 0
0.012438774108886719 0 0 0
0.012479543685913086 0 0 0
0.012537717819213867 0 0 0
0.012598514556884766 0 0 0
0.012663125991821289 0 0 0
0.01273202896118164 0 0 0
0.012797355651855469 0 0 0
0.012865781784057617 0 0 0
0.012932538986206055 0 0 0
0.012995004653930664 0 0 0
0.013058900833129883 0 0 0
0.013108015060424805 0 0 0
0.013149261474609375 0 0 0
0.013196468353271484 0 0 0
0.01323843002319336 0 0 0
0.013279914855957031 0 0 0
0.013321876525878906 0 0 0
0.013364076614379883 0 0 0
0.013424158096313477 0 0 0
0.013490676879882812 0 0 0
0.013537406921386719 0 0 0
0.013578176498413086 0 0 0
0.013617992401123047 0 0 0
0.013657331466674805 0 0 0
0.013697385787963867 0 0 0
0.013737201690673828 0 0 0
0.01377725601196289 0 0 0
0.013816595077514648 0 0 0
0.013856172561645508 0 0 0
0.013895750045776367 0 0 0
0.013935089111328125 0 0 0
0.013974666595458984 0 0 0
0.014014244079589844 0 0 0
0.014054298400878906 0 0 0
0.014093637466430664 0 0 0
0.014132976531982422 0 0 0
0.014172792434692383 0 0 0
0.014212369918823242 0 0 0
0.014252424240112305 0 0 0
0.014292240142822266 0 0 0
0.014331817626953125 0 0 0
0.014371156692504883 0 0 0
0.014411211013793945 0 0 0
0.014450788497924805 0 0 0
0.014490365982055664 0 0 0
0.014529943466186523 0 0 0
0.01456904411315918 0 0 0
0.014608621597290039 0 0 0
0.014648675918579102 0 0 0
0.014704227447509766 0 0 0
0.014748334884643555 0 0 0
0.014788150787353516 0 0 0
0.014828205108642578 0 0 0
0.014868021011352539 0 0 0
0.014908075332641602 0 0 0
0.014948129653930664 0 0 0
0.014988183975219727 0 0 0
0.015027761459350586 0 0 0
0.015067815780639648 0 0 0
0.015107870101928711 0 0 0
0.015148162841796875 0 0 0
0.015188217163085938 0 0 0
0.015228033065795898 0 0 0
0.015267610549926758 0 0 0
0.01530766487121582 0 0 0
0.01534724235534668 0 0 0
0.01538705825805664 0 0 0
0.015426397323608398 0 0 0
0.015465497970581055 0 0 0
0.015505313873291016 0 0 0
0.015544891357421875 0 0 0
0.015584707260131836 0 0 0
0.015624284744262695 0 0 0
0.015663862228393555 0 0 0
0.015703678131103516 0 0 0
0.015743255615234375 0 0 0
0.015783071517944336 0 0 0
0.015822410583496094 0 0 0
0.015862226486206055 0 0 0
0.015902042388916016 0 0 0
0.01594233512878418 0 0 0
0.015982389450073242 0 0 0
0.016026973724365234 0 0 0
0.01607489585876465 0 0 0
0.016119956970214844 0 0 0
0.01616358757019043 0 0 0
0.01620626449584961 0 0 0
0.01624774932861328 0 0 0
0.016289710998535156 0 0 0
0.01633143424987793 0 0 0
0.01637125015258789 0 0 0
0.01641082763671875 0 0 0
0.016449928283691406 0 0 0
0.016489028930664062 0 0 0
0.01652836799621582 0 0 0
0.016567707061767578 0 0 0
0.016607284545898438 0 0 0
0.0166473388671875 0 0 0
0.016692638397216797 0 0 0
0.01673293113708496 0 0 0
0.016772985458374023 0 0 0
0.016812562942504883 0 0 0
0.016852140426635742 0 0 0
0.0168912410736084 0 0 0
0.016930580139160156 0 0 0
0.016970157623291016 0 0 0
0.017009735107421875 0 0 0
0.01704883575439453 0 0 0
0.01708841323852539 0 0 0
0.017127275466918945 0 0 0
0.017166614532470703 0 0 0
0.017206430435180664 0 0 0
0.017246007919311523 0 0 0
0.017285585403442383 0 0 0
0.01732492446899414 0 0 0
0.017364025115966797 0 0 0
0.017403841018676758 0 0 0
0.017443180084228516 0 0 0
0.017482757568359375 0 0 0
0.017522096633911133 0 0 0
0.017561674118041992 0 0 0
0.01760101318359375 0 0 0
0.01764059066772461 0 0 0
0.017679929733276367 0 0 0
0.017719745635986328 0 0 0
0.017759084701538086 0 0 0
0.017798662185668945 0 0 0
0.017838001251220703 0 0 0
0.01787710189819336 0 0 0
0.017916440963745117 0 0 0
0.017956256866455078 0 0 0
0.017998695373535156 0 0 0
0.018038034439086914 0 0 0
0.01807713508605957 0 0 0
0.018116474151611328 0 0 0
0.018155813217163086 0 0 0
0.018195152282714844 0 0 0
0.0182342529296875 0 0 0
0.01827383041381836 0 0 0
0.018313169479370117 0 0 0
0.018352508544921875 0 0 0
0.01839160919189453 0 0 0
0.01843118667602539 0 0 0
0.01847052574157715 0 0 0
0.018509864807128906 0 0 0
0.018549680709838867 0 0 0
0.018589019775390625 0 0 0
0.01862812042236328 0 0 0
0.01866745948791504 0 0 0
0.01871204376220703 0 0 0
0.018752336502075195 0 0 0
0.01879119873046875 0 0 0
0.018830537796020508 0 0 0
0.018869876861572266 0 0 0
0.018908977508544922 0 0 0
0.01894855499267578 0 0 0
0.01898789405822754 0 0 0
0.0190274715423584 0 0 0
0.019067049026489258 0 0 0
0.019106149673461914 0 0 0
0.01914525032043457 0 0 0
0.01918482780456543 0 0 0
0.019224166870117188 0 0 0
0.019263505935668945 0 0 0
0.019303083419799805 0 0 0
0.01934218406677246 0 0 0
0.01938152313232422 0 0 0
0.019421100616455078 0 0 0
0.019460439682006836 0 0 0
0.019499540328979492 0 0 0
0.01953887939453125 0 0 0
