2.1457672119140625e-06 0 0
0.00019359588623046875 0 0 0
0.0005338191986083984 0 0 0
0.0007052421569824219 0 0 0
0.0008690357208251953 0 0 0
0.0010614395141601562 0 0 0
0.0011909008026123047 0 0 0
0.0013074874877929688 0 0 0
0.001413583755493164 0 0 0
0.0015177726745605469 0 0 0
0.0016214847564697266 0 0 0
0.001725912094116211 0 0 0
0.0018296241760253906 0 0 0
0.0019335746765136719 0 0 0
0.002057313919067383 0 0 0
0.0022096633911132812 0 0 0
0.002365589141845703 0 0 0
0.002518892288208008 0 0 0
0.002709627151489258 0 0 0
0.003049612045288086 0 0 0
0.0031986236572265625 0 0 0
0.0033473968505859375 0 0 0
0.003496885299682617 0 0 0
0.003645181655883789 0 0 0
0.003795146942138672 0 0 0
0.00394439697265625 0 0 0
0.004100799560546875 0 0 0
0.004275083541870117 0 0 0
0.0044252872467041016 0 0 0
0.004572868347167969 0 0 0
0.0047299861907958984 0 0 0
0.0049207210540771484 0 0 0
0.005073070526123047 0 0 0
0.005218982696533203 0 0 0
0.005312919616699219 0 0 0
0.0053577423095703125 0 0 0
0.005457401275634766 0 0 0
0.005493640899658203 0 0 0
0.005529880523681641 0 0 0
0.005566120147705078 0 0 0
0.005602598190307617 0 0 0
0.005650758743286133 0 0 0
0.005718708038330078 0 0 0
0.005776166915893555 0 0 0
0.005817890167236328 0 0 0
0.0058591365814208984 0 0 0
0.0059015750885009766 0 0 0
0.005952358245849609 0 0 0
0.005996227264404297 0 0 0
0.006039142608642578 0 0 0
0.006085395812988281 0 0 0
0.00613093376159668 0 0 0
0.00617671012878418 0 0 0
0.00621795654296875 0 0 0
0.006261110305786133 0 0 0
0.006308078765869141 0 0 0
0.006371259689331055 0 0 0
0.0064160823822021484 0 0 0
0.006470680236816406 0 0 0
0.006521463394165039 0 0 0
0.006607532501220703 0 0 0
0.006656169891357422 0 0 0
0.006716728210449219 0 0 0
0.006753206253051758 0 0 0
0.006789684295654297 0 0 0
0.006825923919677734 0 0 0
0.0068624019622802734 0 0 0
0.006898164749145508 0 0 0
0.006934165954589844 0 0 0
0.006970643997192383 0 0 0
0.007009029388427734 0 0 0
0.0070459842681884766 0 0 0
0.007082223892211914 0 0 0
0.0071179866790771484 0 0 0
0.007154226303100586 0 0 0
0.007190227508544922 0 0 0
0.007226228713989258 0 0 0
